id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
162,1,semantic access : semantic interface for querying databases,"n rishe , j yuan , r athauda , s chen , x lu , x ma , a vaschillo , a shaposhnikov , d vasilevsky",vldb,2000,semantic access : semantic interface for querying databases,"n rishe , j yuan , r athauda , sc chen , x lu , x ma , a","proceedings of the international conference on very large & hellip ; ,",2000
163,0,local dimensionality reduction : a new approach to indexing high dimensional spaces,"k chakrabarti , s mehrotra",vldb,2000,semantics-preserving dimensionality reduction : rough and fuzzy-rough-based approaches,"r jensen , q shen","ieee transactions on knowledge and data engineering ,",2004
164,0,secure bufering in firm real-time database systems,"b george , j haritsa",vldb j.,2000,special section on advances in realtime database systems,a bestavros,"sigmod record ,",
165,0,the coral deductive system,"r ramakrishnan , d srivastava , s sudarshan , p seshadri",vldb j.,1994,the fact system,i horrocks,"lecture notes in computer science ,",1998
166,0,dtl 's dataspot : database exploration using plain language,"s dar , g entin , s geva , e palmon",vldb,1998,dtl 's dataspot : database exploration as easy as browsing the web,"s dar , g entin , s geva , e palmon","sigmod conference ,",1998
167,0,advanced xml data processing - guest editor 's introduction,k aberer,sigmod record,2001,guest editor 's introduction,f dehne,"algorithmica ,",1999
168,1,using schematically heterogeneous structures,r miller,sigmod conference,1998,using schematically heterogeneous structures,rj miller,,
169,1,towards effective and efficient free space management,"m mcauliffe , m carey , m solomon",sigmod conference,1996,towards effective and efficient free space management,"ml mcaulie , mj carey , mh solomon",proceedings of the 1996 acm sigmod international conference,
170,0,vxmlr : a visual xml-relational database system,"a zhou , h lu , s zheng , y liang , l zhang , w ji , z tian",vldb,2001,sap r/3 : a database application system,"a kemper , d kossmann","sigmod record ,",1998
171,0,a foundation for multi-dimensional databases,"m gyssens , l lakshmanan",vldb,1997,"olap , relational , and multidimensional database systems",g colliat,"sigmod record ,",1996
172,0,efficient view maintenance at data warehouses,"d agrawal , a abbadi , a singh , t yurek",sigmod conference,1997,posse : a framework for optimizing incremental view maintenance at data warehouses,ko abbadi,,1999
173,0,processing sliding window multi-joins in continuous queries over data streams,"l golab , m §Øzsu",vldb,2003,continuously adaptive continuous queries over streams,"s madden , ma shah , jm hellerstein",,
174,0,lh * rs : a high-availability scalable distributed data structure using reed solomon codes,"w litwin , t schwarz",sigmod conference,2000,"lh * - a scalable , distributed data store","w litwin , ma neimat , da schneider","acm transactions on database systems ( tods ) ,",
175,0,using probabilistic information in data integration,"d florescu , d koller , a levy",vldb,1997,selectivity estimation using probabilistic models,"l getoor , b taskar , d koller",,
176,0,optimal grid-clustering : towards breaking the curse of dimensionality in high-dimensional clustering,"a hinneburg , d keim",vldb,1999,the pyramid-technique : towards indexing beyond the curse of dimensionality,"s berchtold , c b? ? hm , hp kriegel","proc . acm sigmod int . conf . on management of data , seattle ,",
177,0,an introduction to spatial database systems,r g?ting,vldb j.,1994,an introduction to structured modeling,am geoffrion,"management science ,",1987
178,0,visionary : a next generation visualization system for databases,m stonebraker,sigmod conference,2003,a model ofauthorization fornext-generationdatabase systems,"f rabitti , e bertino , w kim , d woelk","acm transactions on database systems ,",
179,0,a cost model for query processing in high dimensional data spaces,c b?hm,acm trans . database syst .,2000,generalized multi-dimensional data mapping and query processing,"r zhang , p kalnis , bc ooi , kl tan","acm transactions on database systems ,",2005
180,1,gigascope : a stream database for network applications,"c cranor , t johnson , o spatscheck , v shkapenyuk",sigmod conference,2003,"bgigascope : a stream database for network applications , ^ in proceedings of the acm international","c cranor , t johnson , o spataschek , v shkapenyuk",,2003
181,1,the a-tree : an index structure for high-dimensional spaces using relative approximation,"y sakurai , m yoshikawa , s uemura , h kojima",vldb,2000,the a-tree : an index structure for high-dimensional spaces using relative approximation,"y sakurai , m yoshikawa , s uemura , h kojima","vldb ,",2000
182,0,concurrency control in hierarchical multidatabase systems,"s mehrotra , h korth , a silberschatz",vldb j.,1997,concurrency control and recovery of multidatabase work flows in telecommunication applications,"ww jin , a sheth","sigmod record ,",1993
183,0,automatic discovery of language models for text databases,"j callan , m connell , a du",sigmod conference,1999,implementation of logic query languages for databases,j ullman,acm trans . on database systems,
184,0,semantics for update rule programs and implementations in a relational database management system,"l raschid , j lobo",acm trans . database syst .,1996,query processing in a relational database management system,"k youssefi , e wong","vldb ,",1979
185,1,"workflow automation : applications , technology , and research ( tutorial )",,,1995,"workflow automation : technology , applications , and research",a sheth,caise 95 tutorial,
186,0,the a-tree : an index structure for high-dimensional spaces using relative approximation,"y sakurai , m yoshikawa , s uemura , h kojima",vldb,2000,modeling high-dimensional index structures using sampling,"ak singh , ca lang","proc . acm sigmod inta ?? l conf . on management of data , santa & hellip ; ,",
187,0,dbcache : middle-tier database caching for highly scalable e-business architectures,"c bornh?vd , m altinel , s krishnamurthy , c mohan , h pirahesh , b reinwald",sigmod conference,2003,middle-tier database caching for e-business,"q luo , s krishnamurthy , c mohan , h pirahesh , h woo",,
188,0,research in database engineering at the university of namur,j hainaut,sigmod record,2003,database research at the university of oklahoma,"l brown , r dirckze , s guinepain , c sanchez , b","acm sigmod record ,",1999
189,0,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998,mining generalized association rules with fuzzy taxonomic structures,"q wei , g chen","fuzzy information processing society , 1999 . nafips . 18th & hellip ; ,",1999
190,1,panel : is generic metadata management feasible ?,"p bernstein , l haas , m jarke , e rahm , g wiederhold",vldb,2000,panel : is generic metadata management feasible ?,pa bernstein,"vldb ,",2000
191,0,reminiscences on influential papers,,,2000,reminiscences on influential papers .,acms anthology,sigmod,1998
192,0,implementation of magic-sets in a relational database system,"i mumick , h pirahesh",sigmod conference,1994,programming constructs for database system implementation in exodus,"je richardson , mj carey","proceedings of the 1987 acm sigmod international conference & hellip ; ,",1987
193,0,temporal database bibliography update,"v tsotras , a kumar",sigmod record,1996,temporal database bibliography update . temporal databases : research and practice,"y wu , s jajodia , x wang",,1998
194,0,database research at the university of oklahoma,"l gruenwald , l brown , r dirckze , s guinepain , c s§ãnchez , b summers , s vanichayobon",sigmod record,1999,database research at nthu and itri .,alp chen,"sigmod record ,",1994
195,0,editor 's notes,l liu,sigmod record,2003,editors ' notes,"pj gray , tw banta","new directions for higher education ,",
196,0,managing intra-operator parallelism in parallel database systems,"m mehta , d dewitt",vldb,1995,signature caching in parallel object database systems,k norvag,"information and software technology ,",2002
197,0,mpeg-7 and multimedia database systems,h kosch,sigmod record,2002,multimedia databases coursenotes,a ghafoor,"proceedings of acm multimedia conference ,",
198,1,a consensus glossary of temporal database concepts,"c jensen , j clifford , r elmasri , s gadia , p hayes , s jajodia",sigmod record,1994,", sk gadi p. hayes and s. jajodia ( e & ) : a ?? a consensus glossary of temporal database conceptsa ??","cs jensen , j cliftord",a chf sig3fod,
199,0,wavelet-based histograms for selectivity estimation,"y matias , j vitter , m wang",sigmod conference,1998,on-line selectivity estimation for xml path expressions using markov histograms,"l lim , m wang , s padmanabhan , js vitter , r parr",,
200,0,using semantic values to falilitate interoperability among heterogeneous information systems,"e sciore , m siegel , a rosenthal",acm trans . database syst .,1994,semantic integration and query of heterogeneous information sources,"s bergamaschi , s castano , m vincini , d beneventano",,
